row_id,split
CR01942,train
CR01943,validation
CR01944,test
CR01945,train
CR01946,test
CR01947,train
CR01948,train
CR01949,train
CR01950,train
CR01951,train
CR01952,train
CR01953,test
CR01954,train
CR01955,test
CR01956,train
CR01957,validation
CR01958,train
CR01959,train
CR01960,validation
CR01961,test
CR01962,validation
CR01963,train
CR01964,validation
CR01965,train
CR01966,test
CR01967,train
CR01968,train
CR01969,validation
CR01970,test
CR01971,test
CR01972,train
CR01973,test
CR01974,train
CR01975,train
CR01976,train
CR01977,test
CR01978,train
CR01979,train
CR01980,test
CR01981,train
CR01982,validation
CR01983,train
CR01984,validation
CR01985,test
CR01986,train
CR01987,test
CR01988,validation
CR01989,validation
CR01990,test
CR01991,train
CR01992,train
CR01993,train
CR01994,train
CR01995,validation
CR01996,train
CR01997,train
CR01998,train
CR01999,train
CR02000,test
CR02001,train
CR02002,train
CR02003,validation
CR02004,validation
CR02005,train
CR02006,train
CR02007,validation
CR02008,test
CR02009,train
CR02010,train
CR02011,validation
CR02012,train
CR02013,train
CR02014,train
CR02015,validation
CR02016,train
CR02017,train
CR02018,test
CR02019,train
CR02020,test
CR02021,test
CR02022,test
CR02023,train
CR02024,validation
CR02025,test
CR02026,validation
CR02027,train
CR02028,train
CR02029,train
CR02030,train
CR02031,validation
CR02032,train
CR02033,validation
CR02034,train
CR02035,train
CR02036,train
CR02037,train
CR02038,train
CR02039,train
CR02040,train
CR02041,validation
CR02042,test
CR02043,train
CR02044,validation
CR02045,validation
CR02046,test
CR02047,train
CR02048,validation
CR02049,test
CR02050,test
CR02051,train
CR02052,train
CR02053,train
CR02054,validation
CR02055,test
CR02056,test
CR02057,train
CR02058,train
CR02059,train
CR02060,validation
CR02061,train
CR02062,train
CR02063,train
CR02064,train
CR02065,train
CR02066,validation
CR02067,train
CR02068,train
CR02069,validation
CR02070,train
CR02071,train
CR02072,train
CR02073,train
CR02074,validation
CR02075,train
CR02076,train
CR02077,test
CR02078,test
CR02079,test
CR02080,train
CR02081,test
CR02082,train
CR02083,train
CR02084,test
CR02085,train
CR02086,test
CR02087,train
CR02088,train
CR02089,train
CR02090,validation
CR02091,train
CR02092,train
CR02093,train
CR02094,validation
CR02095,train
CR02096,train
CR02097,train
CR02098,test
CR02099,train
CR02100,train
CR02101,validation
CR02102,train
CR02103,train
CR02104,train
CR02105,train
CR02106,test
CR02107,test
CR02108,train
CR02109,test
CR02110,train
CR02111,validation
CR02112,validation
CR02113,train
CR02114,train
CR02115,train
CR02116,test
CR02117,train
CR02118,train
CR02119,validation
CR02120,validation
CR02121,train
CR02122,validation
CR02123,validation
CR02124,train
CR02125,test
CR02126,train
CR02127,train
CR02128,validation
CR02129,validation
CR02130,train
CR02131,train
CR02132,train
CR02133,test
CR02134,test
CR02135,test
CR02136,test
CR02137,train
CR02138,train
CR02139,train
CR02140,train
CR02141,train
CR02142,train
CR02143,train
CR02144,train
CR02145,test
CR02146,train
CR02147,test
CR02148,validation
CR02149,train
CR02150,train
CR02151,train
CR02152,train
CR02153,train
CR02154,test
CR02155,train
CR02156,train
CR02157,validation
CR02158,train
CR02159,train
CR02160,train
CR02161,validation
CR02162,train
CR02163,validation
CR02164,train
CR02165,train
CR02166,train
CR02167,validation
CR02168,train
CR02169,train
CR02170,train
CR02171,test
CR02172,test
CR02173,validation
CR02174,validation
CR02175,test
CR02176,train
CR02177,validation
CR02178,test
CR02179,train
CR02180,validation
CR02181,train
CR02182,test
CR02183,train
CR02184,train
CR02185,train
CR02186,test
CR02187,train
CR02188,train
CR02189,test
CR02190,train
CR02191,train
CR02192,train
CR02193,validation
CR02194,test
CR02195,train
CR02196,train
CR02197,train
CR02198,train
CR02199,validation
